dataset\accordion\image_0001.jpg,0.025158677414760966,2408.9943239452086,0.8441771658636228,7729.9438452749755,0.3005439614035571,155.59738444883925,28510.781057154687,7.679990109968421,11.693988593763,0.00029358969470204765,5.451088020209559,-0.26506774343790673,0.9858114348408425
dataset\accordion\image_0002.jpg,0.030267568525360115,2057.9361754185766,0.7763466421021178,4600.8607756531,0.3657734775746476,92.32909076618034,16345.506927193823,6.9929335531620165,10.485910351508393,0.0004099104317428138,4.862038032418626,-0.2873125560503188,0.9848566292838311
dataset\accordion\image_0003.jpg,0.020784772504038963,1038.3814227833384,0.9174208722560652,6287.639165492799,0.24070147429583677,242.2495896919719,24112.175239187847,7.9425088335921,12.246515928264554,0.00020389330450997607,5.2938115942554,-0.2730301578728124,0.9895258488662352
dataset\accordion\image_0004.jpg,0.02899518974365013,1007.1548509273703,0.9012800550747571,5101.356971284952,0.2590535232786036,154.61538454061855,19398.27303421244,7.864476578478981,12.007705155297684,0.0002295063629148631,5.2603533850339605,-0.28343901287162276,0.9904405724875553
dataset\accordion\image_0005.jpg,0.07789270946793468,136.66484087488965,0.9608050130962011,1743.318593245246,0.43936820778146757,79.20465337793814,6836.609532106093,6.482688407973977,9.337898406740958,0.0009986374477279234,3.8240764414045576,-0.3709371202644984,0.9927279230294982
dataset\accordion\image_0006.jpg,0.023711441840940924,1615.9975809389412,0.908802604427834,8860.031379045478,0.26048405248710915,163.81962519173322,33824.12793524297,7.612322591713562,11.477683994794539,0.0002354747296170177,5.241510976633323,-0.2570416182367908,0.9829204638412595
dataset\accordion\image_0007.jpg,0.031881784394674366,1406.0666974198055,0.9112125574976855,7918.073335867519,0.26500104577015,154.15074571903037,30266.226646050265,7.662206469218212,11.553933668757322,0.00024272457773104106,5.252916697156863,-0.26439370279239294,0.9847231016892805
dataset\accordion\image_0008.jpg,0.054952687261848335,2811.5539509501928,0.8800908014071129,11723.749802151486,0.3711349022902019,216.51472952494717,44083.44525765576,6.88959777553737,9.76045033783114,0.00045187078059995755,4.8985524656356,-0.28933755599784083,0.9814013003789012
dataset\accordion\image_0009.jpg,0.029027150764893248,1390.063751010338,0.9016684878339651,7068.459387138002,0.25113602566677923,228.75437477131325,26883.773797541668,7.87619169971169,12.230541701840504,0.00021282576170193127,5.478795870102729,-0.26885227695368785,0.988727011004626
dataset\accordion\image_0010.jpg,0.029054548744396867,669.7517287867629,0.8886075051392696,3006.2846745107754,0.2493448049536255,142.6715663156288,11355.38696925633,7.394074241413509,11.489763846824534,0.00022894770274914752,5.05060828332401,-0.25408833131627184,0.9821287747914325
dataset\accordion\image_0011.jpg,0.01978362815401403,947.7646025469285,0.9405453694284593,7970.424599734006,0.27723795440567417,181.66002724363898,30933.933796389094,8.024470129131789,11.995893428468262,0.0002583973515204714,4.999529696647942,-0.3137499468072783,0.9942190914950649
dataset\accordion\image_0012.jpg,0.04862749382898286,1632.2497856554394,0.9159297237311617,9707.91229194026,0.37692338708792256,196.7459354725542,37199.3993821056,6.954883378227178,10.375916378832352,0.00047261184522631245,4.983300048796177,-0.28915737337049774,0.9848820487511429
dataset\accordion\image_0013.jpg,0.020542236308715062,1204.7834820723508,0.9063964862763911,6435.489845680126,0.3345593973742598,215.75145353476535,24537.175900648148,7.99588777144195,11.681020004500986,0.00035021263459512897,4.791588521314283,-0.35399566829257795,0.9966778267369432
dataset\accordion\image_0014.jpg,0.02442391087342525,416.70859727092034,0.952479758519051,4384.920628466963,0.34757499330381275,147.20360788403164,17122.973916596948,7.7452823850646535,11.24243703512176,0.00037838741701664885,4.497134137327666,-0.3653822873819048,0.9966646397436802
dataset\accordion\image_0015.jpg,0.02693315049437937,3706.926732989694,0.6987204851407335,6151.893135574715,0.31120333595224103,156.87392877065187,20900.64580930918,7.450623823675556,11.450613142069429,0.00030483804295995627,5.457013035596567,-0.30469979049625984,0.9917995347227373
dataset\accordion\image_0016.jpg,0.020746793133231634,1747.2543899855004,0.890400017672079,7971.043512371432,0.2813510392193362,188.7303637548901,30136.91965950022,8.045529137479285,12.193639285699073,0.0002511199052950208,5.385214415512702,-0.28641791107120357,0.9914128093639144
dataset\accordion\image_0017.jpg,0.02012083524864073,673.8412644348543,0.94847819786065,6539.272474465479,0.33951827036866966,185.10266820095097,25483.248633427043,8.01390343118467,11.680948274873913,0.00036269716190358775,4.602420081343313,-0.3648341683804909,0.9972416858184008
dataset\accordion\image_0018.jpg,0.01857547006815933,2215.8114835052247,0.8446986374351974,7133.826629171358,0.19165840850360283,204.7041528455028,26319.495033180217,8.239562577665497,13.144581879935917,0.00013100918938856786,6.073127549602568,-0.19988796636411196,0.9724953930333675
dataset\accordion\image_0019.jpg,0.025599840961066295,1998.7768123435753,0.8685104426110863,7600.454508999716,0.24112801693069924,179.0204695577044,28403.041223655287,7.989916918463166,12.314999553660499,0.00019641991697786544,5.623974662362856,-0.23702483499520863,0.9812534928085432
